"Name","Location","Type","Data Type","Namespace","Reference Count"
"dpm_torque_when_tc_activated","40001640","Data Label","u16_torque_nm","Global","6"
"flash_erase_pending_flags","40001670","Data Label","undefined1","Global","10"
"crank_cycle_position","40001674","Data Label","undefined2","Global","1"
"ecu_unlocked","40001678","Data Label","bool","Global","7"
"free_ram_overrun_flag","40001680","Data Label","bool","Global","2"
"free_ram_count","40001684","Data Label","undefined4","Global","2"
"free_ram_scan_ptr","40001688","Data Label","undefined4","Global","10"
"inj_bank_balance_trim_unused","4000168d","Data Label","undefined1","Global","3"
"vvt_exhaust_fallback_angle_zero","4000168e","Data Label","undefined1","Global","4"
"afr_target_trim_0p02_steps","4000168f","Data Label","undefined1","Global","3"
"vvt_intake_fallback_angle_zero","40001690","Data Label","undefined1","Global","4"
"fuel_pump_duty_trim","40001691","Data Label","undefined1","Global","3"
"inj_angle_unknown_always_zero","40001692","Data Label","undefined1","Global","4"
"ign_advance_test_trim","40001693","Data Label","undefined1","Global","8"
"inj_efficiency_test_trim","40001694","Data Label","undefined1","Global","3"
"timer_main","40001698","Data Label","undefined4","Global","2"
"tps_transient_magnitude_decay","400016a0","Data Label","u16_factor_1/1023","Global","15"
"ecu_run_timer","400016a2","Data Label","u16_time_100ms","Global","10"
"dfco_pedal_ramp_target2","400016a4","Data Label","undefined2","Global","10"
"fuel_cut_inhibit_timer","400016aa","Data Label","u16_time_5ms","Global","8"
"fan_engine_bay_enable_delay","400016ac","Data Label","undefined2","Global","7"
"tps_delta_rate","400016ae","Data Label","undefined2","Global","31"
"tps_rate_current","400016b0","Data Label","u16_factor_1/255","Global","7"
"fan_engine_bay_run_timer","400016b2","Data Label","undefined1","Global","7"
"maf_accumulated_since_start_raw","400016b4","Data Label","u16_mass_mg","Global","34"
"maf_accum_since_start_scaled","400016b6","Data Label","undefined2","Global","3"
"fuel_level","400016b8","Data Label","u16_volume_1/10gallon","Global","29"
"load_learning_stabilization_timer","400016ba","Data Label","undefined2","Global","7"
"obd_ii_accumulated_mass_air","400016c0","Data Label","u32_mass_ug","Global","12"
"maf_accum_integral","400016c4","Data Label","undefined4","Global","5"
"cooling_timer_recirc_pump","400016d0","Data Label","u32_time_5ms","Global","9"
"injtip_overrun_hysteresis_timer","400016d4","Data Label","undefined2","Global","9"
"current_gear_time","400016da","Data Label","u16_time_100ms","Global","11"
"engine_speed_delta100ms","400016dc","Data Label","u16_rspeed_rpm","Global","2"
"injtip_decay_cycle_counter","400016e8","Data Label","undefined2","Global","10"
"injtip_transient_throttle_response_time","400016ea","Data Label","undefined2","Global","4"
"load_learning_holdoff_timer","400016ec","Data Label","undefined2","Global","6"
"ips_cruise_status_flags","400016ef","Data Label","undefined1","Global","14"
"inj_fuel_fillm_xtau_coeff_combined","400016f4","Data Label","u8_factor_1/255","Global","6"
"fuel_film_X_factor","400016f5","Data Label","u8_factor_1/255","Global","2"
"load_filter_alpha_xtau","400016f6","Data Label","u8_factor_1/255","Global","2"
"flexcan_timeslot_timer","400016f7","Data Label","uint8_t[10]","Global","4"
"load_accumulated_output","40001702","Data Label","undefined2","Global","1"
"load_filtered_from_maf","40001704","Data Label","undefined4","Global","2"
"load_computed_low_pass_filtered","40001708","Data Label","undefined4","Global","2"
"etpu_elapsed_min_ticks","40001710","Data Label","undefined4","Global","5"
"etpu_elapsed_max_captured_ticks","40001714","Data Label","undefined4","Global","4"
"dspi_c_interval_timer","40001718","Data Label","u8_time_5ms","Global","6"
"runtime_since_start","4000171c","Data Label","u32_time_5ms","Global","78"
"obd_ii_vvt_inlet_angle_bank2","40001722","Data Label","u16_angle_1/4deg","Global","9"
"obd_ii_vvt_exhaust_position_bank2","40001724","Data Label","u16_angle_1/4deg","Global","9"
"obd_ii_vvt_inlet_position_bank1","40001726","Data Label","u16_angle_1/4deg","Global","12"
"obd_ii_vvt_exhaust_position_bank1","40001728","Data Label","u16_angle_1/4deg","Global","12"
"ign_startup_delay_counter","40001730","Data Label","undefined2","Global","33"
"maf_voltage_buffer_index","40001732","Data Label","undefined2","Global","7"
"map_voltage_buffer_index","40001734","Data Label","undefined2","Global","6"
"torque_cut_level_prev","40001746","Data Label","u8_count","Global","2"
"failed_ignition_cyl_count_prev","40001749","Data Label","undefined1","Global","2"
"ign_cyl_cut_flags","40001757","Data Label","undefined1","Global","27"
"rpm_or_roughness_measure_unknown","4000175c","Data Label","undefined4","Global","4"
"engine_is_running","40001760","Data Label","bool","Global","148"
"engine_speed_2","40001762","Data Label","u16_rspeed_rpm","Global","137"
"obd_ii_engine_speed","40001764","Data Label","u16_rspeed_1/4rpm","Global","82"
"iat2","40001766","Data Label","undefined1","Global","2"
"engine_air_temp2","40001767","Data Label","undefined1","Global","3"
"coolant_temp_engine_stopped","40001768","Data Label","u8_temp_5/8-40c","Global","32"
"engine_speed_3","40001769","Data Label","u8_rspeed_125/4+500rpm","Global","152"
"engine_speed_period_1","4000176c","Data Label","undefined4","Global","5"
"engine_speed_period_2","40001770","Data Label","undefined4","Global","13"
"engine_speeed_period_avg","40001774","Data Label","undefined2","Global","3"
"engine_rpm_rate","40001778","Data Label","undefined4","Global","4"
"injection_flags","4000177c","Data Label","undefined2","Global","18"
"dfco_cut_duration","4000177e","Data Label","undefined2","Global","7"
"engine_running_state","400017d8","Data Label","undefined1","Global","13"
"eTPU_crank_angle_speed_scaling","400017e8","Data Label","undefined4","Global","3"
"ign_per_cyl_enable???","40001800","Data Label","bool[6]","Global","5"
"fuel_level_sensor_data_raw","40001819","Data Label","undefined1","Global","3"
"fuel_level_sensor_flag","4000181c","Data Label","undefined4","Global","4"
"obd_ii_relay_status","40001824","Data Label","undefined1","Global","82"
"fuel_level_filtered_x40000","4000182c","Data Label","undefined4","Global","11"
"coolant_temp_sensor_voltage","40001830","Data Label","u16_voltage_5/1023v","Global","9"
"ac_evap_temp_voltage","40001832","Data Label","u16_voltage_5/1023v","Global","4"
"sensor_adc_engine_air_voltage","40001834","Data Label","u16_voltage_5/1023v","Global","12"
"coolant_temp","40001836","Data Label","u8_temp_5/8-40c","Global","155"
"obd_ii_ac_evap_temp","40001838","Data Label","u16_temp_1/10C","Global","11"
"temp_engine_air","4000183a","Data Label","u8_temp_5/8-40c","Global","49"
"iat","4000183c","Data Label","u16_temp_5/8-40c","Global","6"
"coolant_temp_raw","4000183e","Data Label","u16_temp_5/8-40c","Global","5"
"ac_evap_temp","40001840","Data Label","undefined2","Global","3"
"atmo_baro_sensor_voltage","40001842","Data Label","undefined2","Global","5"
"obd_ii_atmospheric_baro","40001844","Data Label","u16_pressure_mbar","Global","38"
"tps2","40001846","Data Label","u8_factor_1/255","Global","20"
"fuel_level_raw","40001847","Data Label","uint8_t","Global","15"
"obd_ii_evap_purge_pressure","40001848","Data Label","undefined2","Global","25"
"obd_ii_o2_sensor1_voltage","4000184a","Data Label","u16_voltage_5/1023v","Global","31"
"obd_ii_o2_sensor5_voltage","4000184c","Data Label","u16_voltage_5/1023v","Global","31"
"obd_ii_o2_sensor2_voltage","4000184e","Data Label","u16_voltage_5/1023v","Global","29"
"obd_ii_o2_sensor6_voltage","40001850","Data Label","u16_voltage_5/1023v","Global","29"
"ignition_on_flags","40001852","Data Label","undefined2","Global","124"
"sensor_adc_ecu_voltage","40001854","Data Label","u16_voltage_18/1023v","Global","25"
"evap_purge_pressure_voltage","40001856","Data Label","undefined2","Global","9"
"clutch_pos_voltage","40001858","Data Label","u16_voltage_5/1023v","Global","43"
"fuel_level_voltage","4000185c","Data Label","u16_voltage_5/1023v","Global","5"
"o2_sensor1_heater_current_scaled","4000185e","Data Label","u16_current_mA","Global","4"
"o2_sensor2_heater_current_scaled","40001860","Data Label","u16_current_mA","Global","4"
"o2_sensor5_heater_current_scaled","40001862","Data Label","u16_current_mA","Global","4"
"o2_sensor6_heater_current_scaled","40001864","Data Label","u16_current_mA","Global","4"
"intake_air_sensor_voltage","40001866","Data Label","u16_voltage_5/1023v","Global","11"
"obd_ii_manifold_temp","40001868","Data Label","u8_temp_5/8-40c","Global","32"
"chargecooler_temp_div_160","4000186a","Data Label","uint16_t","Global","6"
"load_filtered1","40001870","Data Label","undefined4","Global","3"
"load_integrator_fuel_film?","40001874","Data Label","undefined4","Global","2"
"maf_load_diag?","40001878","Data Label","undefined2","Global","3"
"load_smoothed_maf","4000187a","Data Label","u16_load_mg/stroke","Global","3"
"map_voltage","4000187c","Data Label","u16_voltage_5/1023v","Global","11"
"map","4000187e","Data Label","u16_pressure_mbar","Global","10"
"obd_ii_manifold_pressure","40001880","Data Label","u16_pressure_mbar","Global","7"
"sport_button_pressed","4000188a","Data Label","bool","Global","6"
"race_button_state","4000188b","Data Label","bool","Global","4"
"lat_accel","4000188e","Data Label","i16_accel_1/10g","Global","9"
"vehicle_mode","40001890","Data Label","enum_vehicle_mode","Global","52"
"vehicle_mode_flags","40001892","Data Label","uint16_t","Global","67"
"oil_pressure_switch_raw","40001894","Data Label","undefined2","Global","3"
"lookup_bounds_???","40001896","Data Label","undefined1","Global","1"
"iat2","40001898","Data Label","undefined4","Global","4"
"trans_fluid_temp_u32","4000189c","Data Label","undefined4","Global","3"
"coolant_temp_derived1","400018a0","Data Label","undefined4","Global","6"
"coolant_temp_derived2","400018a4","Data Label","undefined4","Global","4"
"chargecooler_temp2","400018ac","Data Label","undefined4","Global","4"
"fuel_pressure_abs_scaled","400018b0","Data Label","undefined4","Global","3"
"intake_manifold_pressure2","400018b4","Data Label","undefined4","Global","3"
"clutch_position_raw2","400018b8","Data Label","undefined4","Global","3"
"o2_sensor1_heater_current","400018bc","Data Label","u16_voltage_5/1023v","Global","1"
"o2_sensor2_heater_current","400018be","Data Label","u16_voltage_5/1023v","Global","1"
"o2_sensor5_heater_current","400018c0","Data Label","u16_voltage_5/1023v","Global","1"
"o2_sensor6_heater_current","400018c2","Data Label","u16_voltage_5/1023v","Global","1"
"fuel_level_update_holdoff_timer","400018c4","Data Label","undefined2","Global","4"
"lat_accel_last","400018c8","Data Label","i32_accel_1/255g","Global","3"
"driver_input_hold_timer","400018cc","Data Label","undefined1","Global","4"
"abs_a8_flag2_previous_state","400018cd","Data Label","undefined1","Global","2"
"driver_input_debounce_timer","400018ce","Data Label","u16_time_10ms","Global","6"
"driver_input_mode_timer","400018d0","Data Label","undefined1","Global","9"
"sport_button_press_timer_unknown1","400018d1","Data Label","undefined1","Global","11"
"race_button_press_timer_unknown1","400018d4","Data Label","undefined1","Global","11"
"vehicle_mode_button_register","400018d8","Data Label","undefined1","Global","22"
"vehicle_mode_timer_unknown3","400018da","Data Label","u8_time_10ms","Global","4"
"_tmp_val1","400018de","Data Label","undefined2","Global","5"
"_tmp_val2","400018e0","Data Label","undefined4","Global","1"
"driver_input_flags","400018e4","Data Label","uint8_t[2]","Global","56"
"fuel_pressure_atmo_relative","400018e6","Data Label","u16_pressure_mbar","Global","4"
"fuel_pressure_abs2","400018e8","Data Label","u16_pressure_mbar","Global","6"
"fuel_pressure_voltage","400018ea","Data Label","u16_voltage_5/1023v","Global","4"
"fuel_pressure_abs","400018ec","Data Label","u16_pressure_mbar","Global","12"
"oil_pressure_sensor_voltage_raw","400018ee","Data Label","u16_voltage_5/1023v","Global","7"
"sensor_adc_ign_voltage","400018f2","Data Label","u16_voltage_5/1023v","Global","7"
"trans_fluid_temp_u8","400018f8","Data Label","u8_temp_5/8-40c","Global","16"
"trans_fluid_temp_raw","400018f9","Data Label","u8_temp_5/8-40c","Global","3"
"trans_temp_voltage","400018fa","Data Label","u16_voltage_5/1023v","Global","4"
"ign_adv_target1","40001900","Data Label","i16_angle_1/4deg","Global","7"
"ign_base","40001902","Data Label","i16_angle_1/4deg","Global","7"
"ign_knock_safe","40001904","Data Label","i16_angle_1/4deg","Global","3"
"ign_adv_target2","40001906","Data Label","undefined2","Global","45"
"ign_adv_target","40001908","Data Label","i16_angle_1/4deg","Global","22"
"ign_dwell_time","4000190a","Data Label","u16_time_us","Global","14"
"ign_comp_rpm_accel","4000190c","Data Label","i16_angle_1/4deg","Global","8"
"ign_mbt_modeled","4000190e","Data Label","i16_angle_1/4deg","Global","3"
"ign_adv_min","40001910","Data Label","i16_angle_1/4deg","Global","39"
"__ign_comp_roughness_detection","40001912","Data Label","undefined2","Global","14"
"ign_comp_idle_speed1","40001914","Data Label","i16_angle_1/4deg","Global","14"
"ign_comp_idle_error3","40001916","Data Label","i16_angle_1/4deg","Global","5"
"ign_adv_coolant_comp","40001918","Data Label","i16_angle_1/4deg","Global","8"
"ign_maf_accum_trim_startup","4000191a","Data Label","i16_angle_1/4deg","Global","3"
"ign_comp_startup","4000191c","Data Label","i8_angle_1/4deg","Global","6"
"ign_operating_state_flags","4000191e","Data Label","undefined2","Global","35"
"ign_comp_tps_rate","40001920","Data Label","i8_angle_1/4deg","Global","4"
"ign_comp_iat","40001922","Data Label","i16_angle_1/4deg","Global","7"
"obd_ii_ign_adv_per_cylinder","40001924","Data Label","i16_angle_1/4deg[6]","Global","8"
"ign_timer_unknown3","40001930","Data Label","undefined2","Global","5"
"ign_adv_coldstart_comp","40001932","Data Label","undefined1","Global","2"
"ign_tps_comp","40001933","Data Label","undefined1","Global","4"
"ign_adv_tps_comp2","40001934","Data Label","undefined1","Global","4"
"ign_comp_transient_total","40001936","Data Label","i16_angle_1/4deg","Global","6"
"ign_comp_idle_speed2","40001938","Data Label","undefined2","Global","4"
"ign_target_slew_counter?","4000193a","Data Label","undefined1","Global","6"
"ign_target_update_inhibit_timer_5ms","4000193c","Data Label","undefined2","Global","6"
"ign_idle_comp_recovery_timer_5ms","4000193e","Data Label","undefined1","Global","7"
"ign_mode","4000193f","Data Label","enum_ign_mode","Global","10"
"tps_rate_filtered_for_ign_comp","40001940","Data Label","undefined2","Global","18"
"ign_per_cyl_enable2???","40001944","Data Label","bool[6]","Global","3"
"inj_pulse_time_scaled","40001950","Data Label","u16_time_us","Global","11"
"mass_to_time_scaler_b1","40001954","Data Label","undefined4","Global","3"
"mass_to_time_scaler_b2","40001958","Data Label","undefined4","Global","3"
"enrichment_cranking_blend","4000195c","Data Label","undefined1","Global","6"
"obd_ii_injector_pulse_time_bank1_us","40001960","Data Label","u32_time_us","Global","19"
"obd_ii_injector_pulse_time_bank2_us","40001964","Data Label","u32_time_us","Global","19"
"inj_pulse_width_total","40001968","Data Label","u32_time_us","Global","6"
"inj_start_angle_target","4000196c","Data Label","undefined4","Global","7"
"inj_start_angle_offset_deg","40001970","Data Label","undefined4","Global","12"
"afr_target2","40001974","Data Label","u16_afr_1/100","Global","10"
"afr_commanded","40001976","Data Label","u16_afr_1/100","Global","8"
